"","Fire_ID","mtbs_cast_id","modis_id","n","mtbs_acres","mtbs_hectares","mtbs_year","modis_ha","modis_acres","west_or_east"
"970","NM3217510475620020508","NM3217510475620020508","NA",0,1959.3722576668,792.932992209923,2002,NA,NA,"w"
"971","NM3286810557020020508","NM3286810557020020508","200202436",1,14350.0366984768,5807.2770465756,2002,4758.9918,11759.724837,"w"
"972","NM3329110544820020323","NM3329110544820020323","NA",0,13850.9740076199,5605.3127331517,2002,NA,NA,"w"
"973","NM3331710854920020630","NM3331710854920020630","200202356",1,12242.9369646043,4954.56062664741,2002,3236.9719,7998.7317585,"w"
"974","NM3345410840820020331","NM3345410840820020331","200202323 200202336",2,37111.0892615011,15018.3850654967,2002,5016.2346,12395.385639,"w"
"975","NM3348410788220020812","NM3348410788220020812","NA",0,3176.4494510167,1285.46862799696,2002,NA,NA,"w"
"976","NM3369710788020020518","NM3369710788020020518","NA",0,1470.66467123292,595.159257632222,2002,NA,NA,"w"
"977","NM3417210306820020610","NM3417210306820020610","NA",0,1078.80425705872,436.578339930669,2002,NA,NA,"w"
"978","NM3465010531020020625","NM3465010531020020625","NA",0,2025.36886085198,819.64097678741,2002,NA,NA,"w"
"979","NM3484410807920020604","NM3484410807920020604","200202071",1,15106.9380857468,6113.58539582747,2002,1736.3889,4290.7104135,"w"
"980","NM3533210450220020602","NM3533210450220020602","NA",0,1587.00202586234,642.239503027725,2002,NA,NA,"w"
"981","NM3584910555020020615","NM3584910555020020615","200201905",1,4098.5115448349,1658.61541120458,2002,300.1166,741.604269,"w"
"982","NM3587710671020020826","NM3587710671020020826","200201898",1,4305.02642753519,1742.1893534377,2002,857.476,2118.86934,"w"
"983","NM3599010579320020522","NM3599010579320020522","200201867",1,12875.0468901874,5210.36746107459,2002,2658.1756,6568.494954,"w"
"984","NM3610410503320020602","NM3610410503320020602","200201838",1,13012.675495825,5266.06400452359,2002,3558.5254,8793.307761,"w"
"985","NM3648110637020020611","NM3648110637020020611","200201778",1,4114.45842923368,1665.0689121732,2002,1050.4081,2595.6149415,"w"
"986","NM3653610495920020602","NM3653610495920020602","200201771",1,1102.99271626071,446.367101232627,2002,342.9904,847.547736,"w"
"987","NM3668210504720020608","NM3668210504720020608","200201739",1,89056.1071641336,36039.8720824559,2002,29068.4364,71829.670626,"w"
"988","NM3693410324320020601","NM3693410324320020601","200201722",1,5398.01312798225,2184.5071475373,2002,1157.5926,2860.473609,"w"
"989","NV3614911560420020714","NV3614911560420020714","200201834",1,4554.57199388363,1843.1772651748,2002,1586.3306,3919.908279,"w"
"990","NV3767611527220020720","NV3767611527220020720","NA",0,1145.73885587239,463.665919389862,2002,NA,NA,"w"
"991","NV3782311493020020601","NV3782311493020020601","NA",0,1898.36720146073,768.245023107505,2002,NA,NA,"w"
"992","NV3793611443720020608","NV3793611443720020608","NA",0,1051.11206368444,425.371662043297,2002,NA,NA,"w"
"993","NV3801411407120020711","NV3801411407120020711","200201559",1,8327.29586165362,3369.95055368452,2002,2936.8553,7257.1274895,"w"
"994","NV3811911423720020730","NV3811911423720020730","200201544",1,4250.96588440485,1720.31174031079,2002,1607.7675,3972.8800125,"w"
"995","NV3822311405320020601","NV3822311405320020601","NA",0,13.6040192841046,5.50537330250442,2002,NA,NA,"w"
"996","NV3822311405320020601","NV3822311405320020601_17016","200201533",1,1166.55319289995,472.089216430817,2002,342.9904,847.547736,"w"
"997","NV3893111775020020713","NV3893111775020020713","200201441",1,4523.91522996796,1830.77086335503,2002,1693.5151,4184.7669465,"w"
"998","NV3929111776920020714","NV3929111776920020714","200201353",1,1965.43267231253,795.385564813352,2002,836.0391,2065.8976065,"w"
"999","NV4005011861820020929","NV4005011861820020929","NA",0,1173.7402076679,474.997709751934,2002,NA,NA,"w"
"1000","NV4078111966220020713","NV4078111966220020713","200201180",1,1101.3252966366,445.692317752028,2002,214.369,529.717335,"w"
"1001","NV4128811776920020712","NV4128811776920020712","NA",0,7487.38611658944,3030.04977947785,2002,NA,NA,"w"
"1002","OK3436909588420020223","OK3436909588420020223","NA",0,1961.30116031365,793.71359453879,2002,NA,NA,"e"
"1003","OK3454309588320020223","OK3454309588320020223","NA",0,3558.06656376153,1439.90421209959,2002,NA,NA,"e"
"1004","OK3459609465120020223","OK3459609465120020223","NA",0,2762.71934747797,1118.03732560783,2002,NA,NA,"e"
"1005","OK3495709551920020128","OK3495709551920020128","NA",0,1414.24872124011,572.328441353627,2002,NA,NA,"e"
"1006","OK3671609617920020328","OK3671609617920020328","200201745",1,2286.20967332042,925.199930738997,2002,514.4856,1271.321604,"e"
"1007","OK3674009679920020403","OK3674009679920020403","NA",0,1358.36262986196,549.712052106514,2002,NA,NA,"e"
"1008","OK3683309600620020401","OK3683309600620020401","NA",0,2787.66972631417,1128.13442607965,2002,NA,NA,"e"
"1009","OK3689609639920020403","OK3689609639920020403","NA",0,3393.06433182086,1373.12991079871,2002,NA,NA,"e"
"1010","OK3690309615220020329","OK3690309615220020329","NA",0,2607.79075840986,1055.33969924921,2002,NA,NA,"e"
"1011","OK3694409613620020328","OK3694409613620020328","NA",0,5419.02036629141,2193.00850926954,2002,NA,NA,"e"
"1012","OR4221112299220020713","OR4221112299220020713","200201066",1,3123.75070726582,1264.14211773094,2002,1050.4081,2595.6149415,"w"
"1013","OR4224812055220020712","OR4224812055220020712","200201061 200201064",2,5994.53128846513,2425.91044803237,2002,2250.8745,5562.0320175,"w"
"1014","OR4226412263620020813","OR4226412263620020813","200201060",1,1882.43835706725,761.798822699214,2002,600.2332,1483.208538,"w"
"1015","OR4244112390420020713","OR4244112390420020713","200201013 200201020 200201026 200201033 200201043 200201069",6,494517.683488097,200125.006840644,2002,168301.1019,415881.0797085,"w"
"1016","OR4244511790320020714","OR4244511790320020714","NA",0,2787.15292125913,1127.92528165746,2002,NA,NA,"w"
"1017","OR4254712152620020724","OR4254712152620020724","200201025",1,2027.48250165176,820.496340293384,2002,707.4177,1748.0672055,"w"
"1018","OR4259112043620020712","OR4259112043620020712","200201017 200201021",2,1853.68315807083,750.161959978204,2002,300.1166,741.604269,"w"
"1019","OR4277211742820020707","OR4277211742820020707","200200993",1,9302.76607361466,3764.71092193786,2002,514.4856,1271.321604,"w"
"1020","OR4277812272720020713","OR4277812272720020713","200200981",1,26763.1390878825,10830.7014529007,2002,9625.1681,23784.3083415,"w"
"1021","OR4283012081520020712","OR4283012081520020712","200200921 200200935 200200986",3,33928.7379415066,13730.5280263085,2002,13590.9946,33584.079039,"w"
"1022","OR4290311862120020923","OR4290311862120020923","NA",0,2178.80612725493,881.735083861415,2002,NA,NA,"w"
"1023","OR4291911842820020911","OR4291911842820020911","200200950 200200965",2,5488.43283029677,2221.09884920626,2002,535.9225,1324.2933375,"w"
"1024","OR4296212264120020719","OR4296212264120020719","200200943",1,1682.17816206707,680.756072899783,2002,385.8642,953.491203,"w"
"1025","OR4298911791520020626","OR4298911791520020626","NA",0,2447.72327232647,990.562426732977,2002,NA,NA,"w"
"1026","OR4299212116120020713","OR4299212116120020713","200200921 200200926 200200939 200200952",4,24296.7529708186,9832.58641064868,2002,7995.9637,19758.4565955,"w"
"1027","OR4299412270220020715","OR4299412270220020715","200200934",1,1074.45756654332,434.819289651629,2002,107.1845,264.8586675,"w"
"1028","OR4301812088720020712","OR4301812088720020712","NA",0,7.99024771421476,3.2335514620766,2002,NA,NA,"w"
"1029","OR4301812088720020712","OR4301812088720020712_18994","NA",0,60.5478885929667,24.5029591932595,2002,NA,NA,"w"
"1030","OR4301812088720020712","OR4301812088720020712_18995","200200921 200200963 200200969",3,56174.5375685424,22733.1197458486,2002,18114.1805,44761.1148075,"w"
"1031","OR4304412264920020715","OR4304412264920020715","NA",0,225.183618777763,91.1289419024095,2002,NA,NA,"w"
"1032","OR4304412264920020715","OR4304412264920020715_19010","200200905",1,3955.44487177312,1600.71815114462,2002,493.0487,1218.3498705,"w"
"1033","OR4305712257520020713","OR4305712257520020713","NA",0,126.703461164028,51.2752766560972,2002,NA,NA,"w"
"1034","OR4305712257520020713","OR4305712257520020713_19017","NA",0,56.0974773811214,22.7019344696701,2002,NA,NA,"w"
"1035","OR4305712257520020713","OR4305712257520020713_19018","NA",0,50.3711543694678,20.3845644945547,2002,NA,NA,"w"
"1036","OR4305712257520020713","OR4305712257520020713_19019","200200905 200200920",2,2348.62559950009,950.45886094664,2002,192.9321,476.7456015,"w"
"1037","OR4310612253920020714","OR4310612253920020714","200200905 200200915",2,10553.578218115,4270.89866270553,2002,493.0487,1218.3498705,"w"
"1038","OR4311312273420020713","OR4311312273420020713","200200905 200200906 200200913 200200917 200200925",5,48418.476050951,19594.3404542446,2002,13891.1112,34325.683308,"w"
"1039","OR4325211734220020714","OR4325211734220020714","200200888",1,8691.89220019071,3517.49804729314,2002,1672.0782,4131.795213,"w"
"1040","OR4328712265220020816","OR4328712265220020816","200200873 200200874 200200876",3,18278.6118419169,7397.12136095767,2002,3429.904,8475.47736,"w"
"1041","OR4328712265220020816","OR4328712265220020816_19080","NA",0,825.793464210157,334.188095172526,2002,NA,NA,"w"
"1042","OR4337011723120020715","OR4337011723120020715","200200840",1,33409.8692703368,13520.5484849605,2002,7910.2161,19546.5696615,"w"
"1043","OR4337611752320020713","OR4337611752320020713","NA",0,1181.24343058287,478.03416848197,2002,NA,NA,"w"
"1044","OR4341411833820020709","OR4341411833820020709","200200842",1,2247.71930286006,909.623368143001,2002,42.8738,105.943467,"w"
"1045","OR4342511813620020828","OR4342511813620020828","NA",0,1104.01181928652,446.779519244806,2002,NA,NA,"w"
"1046","OR4346511704020020713","OR4346511704020020713","200200818",1,43004.274294726,17403.2819750846,2002,15327.3835,37874.7894525,"w"
"1047","OR4354011718920020715","OR4354011718920020715","NA",0,1108.90611594124,448.760178752466,2002,NA,NA,"w"
"1048","OR4393812007720020910","OR4393812007720020910","NA",0,6474.91501626824,2620.31562305994,2002,NA,NA,"w"
"1049","OR4417811918320020715","OR4417811918320020715","200200731 200200733 200200734 200200736",4,7974.34489080257,3227.11579202796,2002,2572.428,6356.60802,"w"
"1050","OR4427911862420020712","OR4427911862420020712","200200704 200200716 200200717",3,14022.8637786286,5674.87433377298,2002,4051.5741,10011.6576315,"w"
"1051","OR4428811829120020712","OR4428811829120020712","200200703",1,23810.7495638288,9635.90702304342,2002,8038.8375,19864.4000625,"w"
"1052","OR4433311962820020713","OR4433311962820020713","200200699",1,15967.115773355,6461.68834818813,2002,3537.0885,8740.3360275,"w"
"1053","OR4438412172820020723","OR4438412172820020723","200200690",1,3936.7761949637,1593.16317546036,2002,1179.0295,2913.4453425,"w"
"1054","OR4449311849720020712","OR4449311849720020712","200200669",1,6385.77699462181,2584.24260123001,2002,1672.0782,4131.795213,"w"
"1055","OR4458011961220020924","OR4458011961220020924","NA",0,2805.72003310677,1135.43915529553,2002,NA,NA,"w"
"1056","OR4459412148920020709","OR4459412148920020709","200200644 200200646",2,22310.0115724482,9028.57747585181,2002,9217.867,22777.845405,"w"
"1057","OR4461812024420020920","OR4461812024420020920","NA",0,1209.00385957734,489.26846045558,2002,NA,NA,"w"
"1058","OR4463412025720020909","OR4463412025720020909","NA",0,2008.31727883493,812.740418765426,2002,NA,NA,"w"
"1059","OR4494612105820020605","OR4494612105820020605","NA",0,3290.38501503947,1331.57689933039,2002,NA,NA,"w"
"1060","OR4524012097820020723","OR4524012097820020723","200200549",1,28864.4884401594,11681.0907666513,2002,6409.6331,15838.5483165,"w"
"1061","OR4558012134320020723","OR4558012134320020723","200200500 200200502",2,11637.7433396629,4709.64647620284,2002,3751.4575,9270.0533625,"w"
"1062","OR4561511888020020723","OR4561511888020020723","200200505",1,2125.08233889115,859.993751098612,2002,21.4369,52.9717335,"w"
"1063","OR4561511888020020723","OR4561511888020020723_19627","NA",0,4981.09198202122,2015.78447093059,2002,NA,NA,"w"
"1064","SC3323607977120020604","SC3323607977120020604","200202374",1,539.212298428386,218.212348141718,2002,257.2428,635.660802,"e"
"1065","SC3330607948420020406","SC3330607948420020406","200202365",1,872.490917375788,353.085959589214,2002,21.4369,52.9717335,"e"
"1066","SC3333207986320020226","SC3333207986320020226","200202359",1,1907.26752969813,771.846872563788,2002,664.5439,1642.1237385,"e"
"1067","SC3341907987320020225","SC3341907987320020225","NA",0,1920.26892154966,777.10837022121,2002,NA,NA,"e"
"1068","SC3358308009420020429","SC3358308009420020429","NA",0,77.2317115370491,31.2546898032993,2002,NA,NA,"e"
"1069","SC3358308009420020429","SC3358308009420020429_20000","NA",0,530.217978497874,214.572461444594,2002,NA,NA,"e"
"1070","SC3373607899120020615","SC3373607899120020615","200202284",1,1666.55707835426,674.434419318393,2002,557.3594,1377.265071,"e"
"1071","SC3394207963620020419","SC3394207963620020419","200202251",1,513.02318296999,207.613946739176,2002,21.4369,52.9717335,"e"
"1072","SD4324810277620020818","SD4324810277620020818","200200880",1,7684.86530609707,3109.96709178171,2002,2186.5638,5403.116817,"w"
"1073","SD4331010184620020409","SD4331010184620020409","NA",0,1262.99920375726,511.119688397826,2002,NA,NA,"w"
"1074","SD4334610235320020629","SD4334610235320020629","200200853 200200848",2,2319.39724251394,938.630517214754,2002,1007.5343,2489.6714745,"w"
"1075","SD4336210230020020803","SD4336210230020020803","NA",0,7.63305559532288,3.08900036183596,2002,NA,NA,"w"
"1076","SD4336210230020020803","SD4336210230020020803_20266","200200848 200200853",2,6755.73671742593,2733.96058812728,2002,2615.3018,6462.551487,"w"
"1077","SD4353410202520020417","SD4353410202520020417","NA",0,2727.44527707262,1103.76235867161,2002,NA,NA,"w"
"1078","SD4360610340920021019","SD4360610340920021019","200200815",1,1140.24197396804,461.441401308021,2002,257.2428,635.660802,"w"
"1079","SD4384410217520021121","SD4384410217520021121","200200787",1,2403.37238144855,972.614186181238,2002,342.9904,847.547736,"w"
"1080","SD4391610335820020816","SD4391610335820020816","200200773",1,15004.1995962273,6072.00843790588,2002,3901.5158,9640.855497,"w"
"1081","SD4395910316520020904","SD4395910316520020904","NA",0,1196.03068311754,484.018381207754,2002,NA,NA,"w"
"1082","SD4434810369820020629","SD4434810369820020629","200200694",1,11463.24300475,4639.02841362553,2002,4437.4383,10965.1488345,"w"
"1083","SD4459910301920020719","SD4459910301920020719","NA",0,1158.77145332568,468.940045556788,2002,NA,NA,"w"
"1084","SD4470210231220020801","SD4470210231220020801","NA",0,918.845978866143,371.845262456649,2002,NA,NA,"w"
"1085","SD4470210231220020801","SD4470210231220020801_20388","NA",0,256.223619757558,103.69043487997,2002,NA,NA,"w"
"1086","SD4470210231220020801","SD4470210231220020801_20389","NA",0,159.425216654549,64.5173542602561,2002,NA,NA,"w"
"1087","SD4506210272020020714","SD4506210272020020714","200200585",1,2076.13112945916,840.183820231555,2002,707.4177,1748.0672055,"w"
"1088","SD4523810066320020629","SD4523810066320020629","200200546 200200560",2,14742.906736697,5966.26654626698,2002,3129.7874,7733.873091,"w"
"1089","SD4570710369220020716","SD4570710369220020716","NA",0,2397.06352399076,970.061071936685,2002,NA,NA,"w"
"1090","TX2960109445820021219","TX2960109445820021219","200202992 200202994",2,4357.03026649654,1763.2346445878,2002,1071.845,2648.586675,"e"
"1091","TX2960609439820021201","TX2960609439820021201","200202991",1,1236.22693658101,500.285292923845,2002,321.5535,794.5760025,"e"
"1092","TX2964009418420021226","TX2964009418420021226","200202986",1,2041.25952289133,826.071725283391,2002,385.8642,953.491203,"e"
"1093","TX2969909387320021015","TX2969909387320021015","NA",0,3523.51765732468,1425.92270978355,2002,NA,NA,"e"
"1094","TX3044109825120020222","TX3044109825120020222","NA",0,2230.33625228534,902.588669018314,2002,NA,NA,"w"
"1095","TX3486310114320020305","TX3486310114320020305","200202075",1,2951.37254306868,1194.38287060795,2002,64.3107,158.9152005,"w"
"1096","TX3564410163220020418","TX3564410163220020418","NA",0,476.760323136921,192.93882931776,2002,NA,NA,"w"
"1097","TX3564410163220020418","TX3564410163220020418_21843","NA",0,784.236177501544,317.370390640348,2002,NA,NA,"w"
"1098","TX3564410163220020418","TX3564410163220020418_21844","NA",0,104.435767911614,42.2638248652697,2002,NA,NA,"w"
"1099","TX3564410163220020418","TX3564410163220020418_21845","NA",0,563.231244602853,227.932509680867,2002,NA,NA,"w"
"1100","TX3564410163220020418","TX3564410163220020418_21846","NA",0,153.549096970252,62.1393634799838,2002,NA,NA,"w"
"1101","UT3717611382020020601","UT3717611382020020601","NA",0,1215.73274000375,491.991552644855,2002,NA,NA,"w"
"1102","UT3739611335820020714","UT3739611335820020714","200201660",1,8230.10217376607,3330.61750634805,2002,2979.7291,7363.0709565,"w"
"1103","UT3747511367520020601","UT3747511367520020601","200201652",1,1486.15606771038,601.428428441554,2002,685.9808,1695.095472,"w"
"1104","UT3750411289920020605","UT3750411289920020605","200201644 200201645",2,5861.15984494798,2371.93672386148,2002,1800.6996,4449.625614,"w"
"1105","UT3767410973620020714","UT3767410973620020714","200201625",1,3857.26090925359,1560.9843522797,2002,1479.1461,3655.0496115,"w"
"1106","UT3769610914520020712","UT3769610914520020712","200201620",1,1242.4608075056,502.808061073667,2002,535.9225,1324.2933375,"w"
"1107","UT3778610952720020601","UT3778610952720020601","200201600",1,2311.79844476139,935.555380565476,2002,235.8059,582.6890685,"w"
"1108","UT3793611217320020531","UT3793611217320020531","200201554 200201587 200201599",3,81805.2423530951,33105.5394622866,2002,26324.5132,65049.288738,"w"
"1109","UT3810511286020020713","UT3810511286020020713","200201546",1,2719.93314181143,1100.72229322859,2002,128.6214,317.830401,"w"
"1110","UT3838510908720020714","UT3838510908720020714","200201504 200201505",2,5664.47338333936,2292.34021843978,2002,1993.6317,4926.3712155,"w"
"1111","UT3838511228820020819","UT3838511228820020819","200201507",1,1367.12585776991,553.258418805989,2002,171.4952,423.773868,"w"
"1112","UT3864511162920020828","UT3864511162920020828","200201475 200201476",2,1685.31301107,682.024706356389,2002,171.4952,423.773868,"w"
"1113","UT3922710983320020620","UT3922710983320020620","200201362",1,6072.79777174454,2457.58389677784,2002,2143.69,5297.17335,"w"
"1114","UT3925610955720020620","UT3925610955720020620","200201341",1,87317.6097326713,35336.3243186837,2002,34020.3603,84066.1410645,"w"
"1115","UT3947010993620020717","UT3947010993620020717","200201323",1,4293.49813732227,1737.52400124756,2002,1329.0878,3284.247477,"w"
"1116","UT3953610994720020620","UT3953610994720020620","NA",0,80.7931925419874,32.6959757962465,2002,NA,NA,"w"
"1117","UT3953610994720020620","UT3953610994720020620_22188","200201313",1,1611.86256471104,652.300246401076,2002,342.9904,847.547736,"w"
"1118","UT3978011088020020630","UT3978011088020020630","200201282",1,3114.99474478398,1260.59869125685,2002,1157.5926,2860.473609,"w"
"1119","UT3986211062720020819","UT3986211062720020819","200201273",1,2684.56450277998,1086.4090555741,2002,1028.9712,2542.643208,"w"
"1120","UT4020411160320020630","UT4020411160320020630","200201236",1,2317.05579021587,937.682961297515,2002,664.5439,1642.1237385,"w"
"1121","UT4068511259920020827","UT4068511259920020827","NA",0,781.915395075652,316.431199557066,2002,NA,NA,"w"
"1122","UT4068511259920020827","UT4068511259920020827_22436","200201192",1,1853.80384944005,750.210802237838,2002,471.6118,1165.378137,"w"
"1123","UT4086511073420020628","UT4086511073420020628","200201162 200201165 200201168",3,14226.8328949448,5757.41803678102,2002,4437.4383,10965.1488345,"w"
"1124","UT4093310935620020630","UT4093310935620020630","200201157 200201163",2,20580.1589895741,8328.52817217648,2002,8896.3135,21983.2694025,"w"
"1125","UT4098311119420020815","UT4098311119420020815","200201155 200201156",2,2197.23003441726,889.191004387628,2002,1071.845,2648.586675,"w"
"1126","UT4186111367720020829","UT4186111367720020829","200201089",1,1329.35416171078,537.97269458497,2002,171.4952,423.773868,"w"
"1127","UT4189811361820020825","UT4189811361820020825","200201087",1,1017.99066141213,411.96785247765,2002,278.6797,688.6325355,"w"
"1128","VA3718907997920020323","VA3718907997920020323","200201688",1,904.14010545057,365.893982823673,2002,21.4369,52.9717335,"e"
"1129","VA3759407953820020629","VA3759407953820020629","200201639",1,628.226635928509,254.235316573253,2002,85.7476,211.886934,"e"
"1130","VA3759507947420020605","VA3759507947420020605","200201638",1,3121.6902380989,1263.30827210743,2002,21.4369,52.9717335,"e"
"1131","VA3781207927120020605","VA3781207927120020605","NA",0,946.224858739461,382.925146361486,2002,NA,NA,"e"
"1132","VA3829107870820020621","VA3829107870820020621","200201526",1,589.027243247902,238.371821716967,2002,171.4952,423.773868,"e"
"1133","VA3830007872020020703","VA3830007872020020703","200201526",1,813.53964972219,329.229132550742,2002,428.738,1059.43467,"e"
"1134","VA3851407855120020226","VA3851407855120020226","200201493",1,4634.49110344919,1875.51951072544,2002,1350.5247,3337.2192105,"e"
"1135","WA4620911945320020727","WA4620911945320020727","NA",0,1030.46772404279,417.017160778823,2002,NA,NA,"w"
"1136","WA4625111952420020822","WA4625111952420020822","200200358",1,1771.32692547419,716.833441783428,2002,407.3011,1006.4629365,"w"
"1137","WA4628712053820020713","WA4628712053820020713","200200335 200200341",2,10734.4483903123,4344.09451728636,2002,3687.1468,9111.138162,"w"
"1138","WA4650111992720020929","WA4650111992720020929","NA",0,4593.88174463809,1859.08542053772,2002,NA,NA,"w"
"1139","WA4671712081820020814","WA4671712081820020814","200200235",1,2255.20301557578,912.651931343943,2002,793.1653,1959.9541395,"w"
"1140","WA4785911997820020805","WA4785911997820020805","200200111",1,2281.32718653426,923.224050534698,2002,707.4177,1748.0672055,"w"
"1141","WA4801012018120020715","WA4801012018120020715","200200103",1,41226.9045954645,16684.0030997284,2002,15284.5097,37768.8459855,"w"
"1142","WA4878711937120020724","WA4878711937120020724","200200032",1,2456.17091247124,993.981079084971,2002,300.1166,741.604269,"w"
"1143","WA4889812049420020817","WA4889812049420020817","200200015",1,8147.04612111949,3297.00577989407,2002,1757.8258,4343.682147,"w"
"1144","WA4896412045520020817","WA4896412045520020817","200200015 200200010",2,4644.68321892111,1879.64413001944,2002,1071.845,2648.586675,"w"
"1145","WA4896412045520020817","WA4896412045520020817_23181","200200015",1,56.6172768270271,22.9122906836964,2002,42.8738,105.943467,"w"
"1146","WY4118610933620020723","WY4118610933620020723","200201139",1,1682.09658387671,680.72305924537,2002,450.1749,1112.4064035,"w"
"1147","WY4130510917020020811","WY4130510917020020811","200201131",1,1415.689341608,572.911442064432,2002,407.3011,1006.4629365,"w"
"1148","WY4202410533320020627","WY4202410533320020627","200201076",1,19594.2379257281,7929.53847729884,2002,7610.0995,18804.9653925,"w"
"1149","WY4211511054320020829","WY4211511054320020829","200201072 200201073",2,3784.43885583963,1531.51419494413,2002,1607.7675,3972.8800125,"w"
"1150","WY4211511054320020829","WY4211511054320020829_23619","NA",0,49.4796600440814,20.0237880978283,2002,NA,NA,"w"
"1151","WY4231810539320020607","WY4231810539320020607","200201053",1,14416.083013874,5834.005149052,2002,5337.7881,13189.9616415,"w"
"1152","WY4263710873020020824","WY4263710873020020824","200201010 200201015",2,13679.1991439193,5535.79763405424,2002,5552.1571,13719.6789765,"w"
"1153","WY4282310944220020806","WY4282310944220020806","200200988",1,2825.69216698857,1143.52162345223,2002,192.9321,476.7456015,"w"
"1154","WY4286910411120020802","WY4286910411120020802","200200975",1,5266.47060667714,2131.27356488696,2002,1993.6317,4926.3712155,"w"
"1155","WY4294811046520020711","WY4294811046520020711","200200949",1,2327.24503769259,941.806419950393,2002,600.2332,1483.208538,"w"
"1156","WY4294811046520020711","WY4294811046520020711_23694","NA",0,50.4852432026638,20.43073479197,2002,NA,NA,"w"
"1157","WY4294811046520020711","WY4294811046520020711_23695","200200949",1,548.639089013437,222.027250203484,2002,42.8738,105.943467,"w"
"1158","WY4295510907220020630","WY4295510907220020630","200200937",1,13699.8483679736,5544.15411197828,2002,5166.2929,12766.1877735,"w"
"1159","WY4379811050520020924","WY4379811050520020924","200200796",1,1513.40757662461,612.456766941829,2002,85.7476,211.886934,"w"
"1160","WY4420611013720020810","WY4420611013720020810","200200729",1,4167.74973111865,1686.63522316749,2002,1264.7771,3125.3322765,"w"
"1161","WY4470410551220020628","WY4470410551220020628","200200635",1,7163.54844002837,2898.99679714583,2002,2572.428,6356.60802,"w"
"1162","WY4470410551220020628","WY4470410551220020628_23967","NA",0,280.876189156934,113.667015666506,2002,NA,NA,"w"
"1163","WY4477311032220020627","WY4477311032220020627","200200615",1,7788.68770802486,3151.98269524701,2002,2765.3601,6833.3536215,"w"
"1164","WY4484810599520020629","WY4484810599520020629","200200599",1,1687.33494190822,682.842956009214,2002,385.8642,953.491203,"w"
"1165","WY4485710546920020628","WY4485710546920020628","200200596",1,7382.77714648462,2987.71586189142,2002,2486.6804,6144.721086,"w"
"1166","WY4494010617520020806","WY4494010617520020806","200200590",1,1599.35844647104,647.239989039469,2002,364.4273,900.5194695,"w"
"1167","AR3435909397620030315","AR3435909397620030315","200303423 200303457",2,4380.72184094286,1772.82232295896,2003,471.6118,1165.378137,"e"
"1168","AR3436109393920030401","AR3436109393920030401","200303423 200303457",2,2342.73324920715,948.074301845813,2003,450.1749,1112.4064035,"e"
"1169","AR3440309399720030315","AR3440309399720030315","200303423",1,3610.08714511201,1460.95627868129,2003,814.6022,2012.925873,"e"
"1170","AR3442109394720030315","AR3442109394720030315","200303423",1,947.153433611201,383.300928782952,2003,192.9321,476.7456015,"e"
"1171","AR3447309391520030331","AR3447309391520030331","200303406",1,716.805997939635,290.082255965549,2003,214.369,529.717335,"e"
"1172","AR3448309356320030331","AR3448309356320030331","200303402 200303396",2,1667.34515465205,674.753343756795,2003,535.9225,1324.2933375,"e"
"1173","AR3448409387920030331","AR3448409387920030331","200303407",1,574.162956044422,232.35643404206,2003,21.4369,52.9717335,"e"
"1174","AR3463609356220030331","AR3463609356220030331","NA",0,561.434296147322,227.205307532263,2003,NA,NA,"e"
"1175","AR3464609350320030331","AR3464609350320030331","200303327",1,2458.71077439833,995.008928851533,2003,321.5535,794.5760025,"e"
"1176","AR3464709387720030331","AR3464709387720030331","200303330",1,5333.52087251288,2158.4079533165,2003,1929.321,4767.456015,"e"
"1177","AR3467209348820030331","AR3467209348820030331","200303327",1,1406.35724135243,569.134859972745,2003,364.4273,900.5194695,"e"
"1178","AR3471409365820030331","AR3471409365820030331","NA",0,9750.5655333316,3945.92965876236,2003,NA,NA,"e"
"1179","AR3472209419320030331","AR3472209419320030331","200303313",1,1628.5148951776,659.039232406646,2003,428.738,1059.43467,"e"
"1180","AR3472309321220030331","AR3472309321220030331","200303308",1,2124.89624351254,859.91844066956,2003,300.1166,741.604269,"e"
"1181","AR3473509335420030331","AR3473509335420030331","200303300 200303299",2,1801.85502496885,729.187774751073,2003,771.7284,1906.982406,"e"
"1182","AR3473809347720030331","AR3473809347720030331","NA",0,3632.87747802597,1470.17923608523,2003,NA,NA,"e"
"1183","AR3475609386620030211","AR3475609386620030211","NA",0,1213.02752055293,490.896784794933,2003,NA,NA,"e"
"1184","AR3475809309720030331","AR3475809309720030331","200303278 200303296",2,3200.84676386405,1295.3419097086,2003,814.6022,2012.925873,"e"
"1185","AR3476909324420030331","AR3476909324420030331","NA",0,1176.47816100835,476.105724589992,2003,NA,NA,"e"
"1186","AR3476909385120030211","AR3476909385120030211","NA",0,678.252593779953,274.480184434426,2003,NA,NA,"e"
"1187","AR3479809308720030331","AR3479809308720030331","200303278",1,3997.04931526529,1617.55493942637,2003,1071.845,2648.586675,"e"
"1188","AR3480409415820030331","AR3480409415820030331","200303276",1,5517.5213058092,2232.87058468769,2003,1714.952,4237.73868,"e"
"1189","AR3482009427720030331","AR3482009427720030331","NA",0,1577.90287100995,638.55719097321,2003,NA,NA,"e"
"1190","AR3482109363320030331","AR3482109363320030331","NA",0,7347.8483325806,2973.58061586306,2003,NA,NA,"e"
